route_group,source_type,method,scope,n_runs,mean_mae,std_mae,mean_rmse,std_rmse,mean_bias,mean_n,mean_groups
ours_ablation,ours_ablation_same_split,somol_robust_selector_global,macro_assay_pair,20,0.33895197409733746,0.1021820004035767,0.36217081266950035,0.10400685945322322,-0.003569486816081375,24633.1,9280.1
ours_ablation,ours_ablation_same_split,somol_stack_macro_assay_pair,micro,20,0.19185593857600616,0.03516636729067311,0.43562035497514284,0.05591216494532248,-0.0003046459283543049,24633.1,1.0
ours_ablation,ours_ablation_same_split,somol_stack_macro_assay_pair,macro_target,20,0.26357566972541846,0.07739280569633646,0.3447673359487986,0.08214552900925748,0.003811395365756895,24633.1,243.6
ours_ablation,ours_ablation_same_split,somol_stack_macro_assay_pair,macro_assay_pair,20,0.3410622920569129,0.10151450587406556,0.3631451468102965,0.10389106325208591,0.000449610155426475,24633.1,9280.1
ours_ablation,ours_ablation_same_split,somol_stack_macro_target,micro,20,0.19323286008571486,0.034345586652078826,0.44127860763483573,0.056581897664635464,-0.00046431334552519043,24633.1,1.0
ours_ablation,ours_ablation_same_split,somol_stack_macro_target,macro_target,20,0.2623921139549759,0.07869047229103464,0.3438582331109938,0.08411776585228123,0.003882746694210075,24633.1,243.6
ours_ablation,ours_ablation_same_split,somol_stack_macro_target,macro_assay_pair,20,0.3457279470831659,0.10160967494405267,0.36808180912043625,0.10360965648416828,-0.00041818099286750553,24633.1,9280.1
support_shrinkage,ours_rerun_same_split,support_gated_val_micro,micro,20,0.197346744156574,0.03608281820530695,0.4533047203579562,0.05485213828553867,-0.0007449634616779734,24633.1,1.0
support_shrinkage,ours_rerun_same_split,support_gated_val_micro,macro_target,20,0.27126548376267895,0.08134760512603739,0.35564976424693323,0.0877504154924898,0.003680559602071356,24633.1,243.6
support_shrinkage,ours_rerun_same_split,support_gated_val_micro,macro_assay_pair,20,0.3569931228764041,0.10311889629832927,0.3801564863650619,0.10591951109491345,-0.0034512663793464142,24633.1,9280.1
